Regulon	CellType	RelativeActivity
2477	PAX9(+)	EoBaMa_HC_no_chr21amp	1.86825998947039
2478	PBX1(+)	EoBaMa_HC_no_chr21amp	0.585804366806029
2479	PBX3(+)	EoBaMa_HC_no_chr21amp	0.446345023653866
2480	PBX4(+)	EoBaMa_HC_no_chr21amp	0.215563365357776
2482	PHF8(+)	EoBaMa_HC_no_chr21amp	1.47186895840518
2487	POLR2A(+)	EoBaMa_HC_no_chr21amp	1.38022033426981
2488	POLR3A(+)	EoBaMa_HC_no_chr21amp	0.00158944076108975
2489	POLR3G(+)	EoBaMa_HC_no_chr21amp	0.199908422537829
2492	POU2F1(+)	EoBaMa_HC_no_chr21amp	1.18364504097547
2494	POU4F1(+)	EoBaMa_HC_no_chr21amp	0.17288242968511
2497	PPARA(+)	EoBaMa_HC_no_chr21amp	0.155003546936824
2498	PPARD(+)	EoBaMa_HC_no_chr21amp	0.315559959771043
2499	PPARG(+)	EoBaMa_HC_no_chr21amp	0.0401283201313633
2505	PRRX2(+)	EoBaMa_HC_no_chr21amp	0.110707677981968
2507	RAD21(+)	EoBaMa_HC_no_chr21amp	0.182971685585468
2509	RARB(+)	EoBaMa_HC_no_chr21amp	0.28809906593765
2511	RBBP5(+)	EoBaMa_HC_no_chr21amp	2.8269778449566
2512	RCOR1(+)	EoBaMa_HC_no_chr21amp	0.64957919158613
2514	RELA(+)	EoBaMa_HC_no_chr21amp	0.557689169204553
2515	RELB(+)	EoBaMa_HC_no_chr21amp	0.29171455331828
2516	REST(+)	EoBaMa_HC_no_chr21amp	0.604188718513864
2519	RFX3(+)	EoBaMa_HC_no_chr21amp	0.180389692274275
2520	RFX5(+)	EoBaMa_HC_no_chr21amp	2.60866654542697
2522	RHOXF1(+)	EoBaMa_HC_no_chr21amp	0.0769619920064454
2523	RREB1(+)	EoBaMa_HC_no_chr21amp	0.791354012551135
2524	RUNX2(+)	EoBaMa_HC_no_chr21amp	0.346746689912038
2530	SIN3A(+)	EoBaMa_HC_no_chr21amp	0.648493740349003
2535	SMAD7(+)	EoBaMa_HC_no_chr21amp	1.56274397111793
2536	SMARCA4(+)	EoBaMa_HC_no_chr21amp	1.60463362531578
2541	SOX4(+)	EoBaMa_HC_no_chr21amp	0.704956583262345
2546	SP3(+)	EoBaMa_HC_no_chr21amp	0.882157283494386
2548	SPDEF(+)	EoBaMa_HC_no_chr21amp	1.87291053925736
2551	SREBF1(+)	EoBaMa_HC_no_chr21amp	0.1881838557711
2552	SREBF2(+)	EoBaMa_HC_no_chr21amp	1.02277571340993
2556	STAT3(+)	EoBaMa_HC_no_chr21amp	1.34329223374155
2557	STAT4(+)	EoBaMa_HC_no_chr21amp	0.871406540858735
2558	STAT5A(+)	EoBaMa_HC_no_chr21amp	1.66612881703266
2559	STAT5B(+)	EoBaMa_HC_no_chr21amp	0.3273235854324
2561	SUPT20H(+)	EoBaMa_HC_no_chr21amp	3.16969870303427
2562	SUZ12(+)	EoBaMa_HC_no_chr21amp	1.15323237024604
2563	TAF1(+)	EoBaMa_HC_no_chr21amp	0.798162849846697
2564	TAF7(+)	EoBaMa_HC_no_chr21amp	0.48561461001763
2566	TAL2(+)	EoBaMa_HC_no_chr21amp	2.88118361467638
2569	TCF12(+)	EoBaMa_HC_no_chr21amp	0.694204063737975
2572	TCF4(+)	EoBaMa_HC_no_chr21amp	0.0969326682093085
2583	TP53(+)	EoBaMa_HC_no_chr21amp	0.816722783812012
2584	TWIST1(+)	EoBaMa_HC_no_chr21amp	0.135690361667396
2590	VEZF1(+)	EoBaMa_HC_no_chr21amp	1.2811029390445
2592	WT1(+)	EoBaMa_HC_no_chr21amp	0.955795300878846
2593	XBP1(+)	EoBaMa_HC_no_chr21amp	0.919711783945229
2595	YBX1(+)	EoBaMa_HC_no_chr21amp	0.991626854049796
2597	YY1(+)	EoBaMa_HC_no_chr21amp	1.03123208286208
2598	ZBTB33(+)	EoBaMa_HC_no_chr21amp	0.518868582548547
2599	ZBTB5(+)	EoBaMa_HC_no_chr21amp	0.589868858329633
2602	ZEB1(+)	EoBaMa_HC_no_chr21amp	0.319646479465393
2603	ZFP57(+)	EoBaMa_HC_no_chr21amp	0.0701008527148027
2604	ZFP62(+)	EoBaMa_HC_no_chr21amp	1.85932570075398
2605	ZFX(+)	EoBaMa_HC_no_chr21amp	0.135584959400576
2606	ZMIZ1(+)	EoBaMa_HC_no_chr21amp	0.110734345894312
2607	ZNF132(+)	EoBaMa_HC_no_chr21amp	1.95495476681487
2610	ZNF18(+)	EoBaMa_HC_no_chr21amp	1.90984965486584
2612	ZNF215(+)	EoBaMa_HC_no_chr21amp	2.7248748557937
2613	ZNF23(+)	EoBaMa_HC_no_chr21amp	0.199352418488876
2617	ZNF324(+)	EoBaMa_HC_no_chr21amp	0.31805349535881
2623	ZNF549(+)	EoBaMa_HC_no_chr21amp	0.662732673938973
2624	ZNF563(+)	EoBaMa_HC_no_chr21amp	0.524195879852922
2626	ZNF624(+)	EoBaMa_HC_no_chr21amp	1.49807688512042
2628	ZNF711(+)	EoBaMa_HC_no_chr21amp	0.61412416052009
2637	ARNT(+)	EoBaMa_MPNAML_chr21amp	0.19436025591496
2638	ARX(+)	EoBaMa_MPNAML_chr21amp	2.28122755280896
2640	ATF1(+)	EoBaMa_MPNAML_chr21amp	0.346500082039639
2641	ATF2(+)	EoBaMa_MPNAML_chr21amp	0.420302847907975
2642	ATF3(+)	EoBaMa_MPNAML_chr21amp	0.215995762190939
2643	ATF4(+)	EoBaMa_MPNAML_chr21amp	0.886850533395855
2645	ATF7(+)	EoBaMa_MPNAML_chr21amp	1.06269995410136
2649	BCL11A(+)	EoBaMa_MPNAML_chr21amp	0.434957621474122
2652	BCLAF1(+)	EoBaMa_MPNAML_chr21amp	0.373298531449072
2653	BDP1(+)	EoBaMa_MPNAML_chr21amp	0.0655390138998927
2656	BRF1(+)	EoBaMa_MPNAML_chr21amp	0.592688684537889
2660	CEBPE(+)	EoBaMa_MPNAML_chr21amp	0.360553215360149
2661	CEBPG(+)	EoBaMa_MPNAML_chr21amp	0.292964877411789
2663	CERS5(+)	EoBaMa_MPNAML_chr21amp	3.32522483251313
2666	CIC(+)	EoBaMa_MPNAML_chr21amp	0.480407879690851
2667	CLOCK(+)	EoBaMa_MPNAML_chr21amp	0.489741911455797
2668	CREB1(+)	EoBaMa_MPNAML_chr21amp	1.27574584000043
2669	CREB3(+)	EoBaMa_MPNAML_chr21amp	0.489764503685686
2671	CREB3L2(+)	EoBaMa_MPNAML_chr21amp	1.07410444684164
2672	CREB5(+)	EoBaMa_MPNAML_chr21amp	0.730335587401506
2673	CREM(+)	EoBaMa_MPNAML_chr21amp	0.235421104514961
2674	CSNK2B(+)	EoBaMa_MPNAML_chr21amp	0.166801849001887
2676	CUX1(+)	EoBaMa_MPNAML_chr21amp	0.153935024759978
2679	DDIT3(+)	EoBaMa_MPNAML_chr21amp	0.0925471152758583
2681	DMRTA1(+)	EoBaMa_MPNAML_chr21amp	0.372314197639882
2684	E2F3(+)	EoBaMa_MPNAML_chr21amp	0.00977070788020191
2689	EGR1(+)	EoBaMa_MPNAML_chr21amp	0.913669416426342
2691	EGR3(+)	EoBaMa_MPNAML_chr21amp	0.0334232682585219
2692	EGR4(+)	EoBaMa_MPNAML_chr21amp	1.74641755070076
2693	ELF1(+)	EoBaMa_MPNAML_chr21amp	0.398972778598927
2698	ELK4(+)	EoBaMa_MPNAML_chr21amp	2.4875621336977
2702	ETS1(+)	EoBaMa_MPNAML_chr21amp	0.233882737687265
2703	ETS2(+)	EoBaMa_MPNAML_chr21amp	1.0641267478292
2706	ETV4(+)	EoBaMa_MPNAML_chr21amp	0.622315451313548
2707	ETV6(+)	EoBaMa_MPNAML_chr21amp	0.278761130694746
2709	EZH2(+)	EoBaMa_MPNAML_chr21amp	0.112421191756241
2710	FLI1(+)	EoBaMa_MPNAML_chr21amp	0.728769356772006
2712	FOSB(+)	EoBaMa_MPNAML_chr21amp	0.291540898248289
2713	FOSL1(+)	EoBaMa_MPNAML_chr21amp	0.0940376916750183
2716	FOXC1(+)	EoBaMa_MPNAML_chr21amp	0.947411865484476
2717	FOXD2(+)	EoBaMa_MPNAML_chr21amp	0.463070542754315
2719	FOXJ1(+)	EoBaMa_MPNAML_chr21amp	0.23092458619328
2721	FOXJ3(+)	EoBaMa_MPNAML_chr21amp	0.461147037782245
2725	FOXN2(+)	EoBaMa_MPNAML_chr21amp	0.283240562130913
2726	FOXN3(+)	EoBaMa_MPNAML_chr21amp	1.20252612303005
2728	FOXO3(+)	EoBaMa_MPNAML_chr21amp	0.624367525058187
2731	FOXP1(+)	EoBaMa_MPNAML_chr21amp	1.06241640440566
2732	FOXP2(+)	EoBaMa_MPNAML_chr21amp	0.797867258303589
2734	GATA1(+)	EoBaMa_MPNAML_chr21amp	0.739772218972879
2735	GATA2(+)	EoBaMa_MPNAML_chr21amp	2.18946660909929
2741	GRHPR(+)	EoBaMa_MPNAML_chr21amp	0.43662268910497
2744	GTF2F1(+)	EoBaMa_MPNAML_chr21amp	0.793865350536538
2746	GTF3A(+)	EoBaMa_MPNAML_chr21amp	0.0505462310232283
2748	HCFC1(+)	EoBaMa_MPNAML_chr21amp	0.183391563927188
2749	HDAC2(+)	EoBaMa_MPNAML_chr21amp	0.679175355069853
2751	HES6(+)	EoBaMa_MPNAML_chr21amp	0.0579633354089438
2752	HES7(+)	EoBaMa_MPNAML_chr21amp	0.202567772932436
2756	HMGA1(+)	EoBaMa_MPNAML_chr21amp	0.304857863381042
2757	HMGB3(+)	EoBaMa_MPNAML_chr21amp	0.896520601822025
2760	HOXA10(+)	EoBaMa_MPNAML_chr21amp	1.84161793720079
2761	HOXA2(+)	EoBaMa_MPNAML_chr21amp	0.852455773640477
2763	HOXA4(+)	EoBaMa_MPNAML_chr21amp	1.74385406159818
2764	HOXA5(+)	EoBaMa_MPNAML_chr21amp	1.65641295543943
2766	HOXA9(+)	EoBaMa_MPNAML_chr21amp	2.13856545944751
2767	HOXB2(+)	EoBaMa_MPNAML_chr21amp	1.14065216278597
2768	HOXB5(+)	EoBaMa_MPNAML_chr21amp	1.27019149823182
2769	HOXB6(+)	EoBaMa_MPNAML_chr21amp	0.485824801017233
2772	HSPA5(+)	EoBaMa_MPNAML_chr21amp	0.181449664725073
2773	IKZF1(+)	EoBaMa_MPNAML_chr21amp	0.206628890293947
2774	IKZF2(+)	EoBaMa_MPNAML_chr21amp	3.59214840178517
2775	IRF1(+)	EoBaMa_MPNAML_chr21amp	0.334649032018374
2782	IRX2(+)	EoBaMa_MPNAML_chr21amp	0.21763708130968
2783	IRX5(+)	EoBaMa_MPNAML_chr21amp	0.104755567216953
2786	JUN(+)	EoBaMa_MPNAML_chr21amp	0.549513375500539
2788	JUND(+)	EoBaMa_MPNAML_chr21amp	0.663799409168686
2789	KDM5A(+)	EoBaMa_MPNAML_chr21amp	0.0332095421169863
2790	KLF1(+)	EoBaMa_MPNAML_chr21amp	0.0325307813282735
2794	KLF15(+)	EoBaMa_MPNAML_chr21amp	0.0339935002510308
2795	KLF16(+)	EoBaMa_MPNAML_chr21amp	0.0891936884827576
2796	KLF2(+)	EoBaMa_MPNAML_chr21amp	0.0857246167197559
2800	KLF6(+)	EoBaMa_MPNAML_chr21amp	0.51010038468042
2801	KLF9(+)	EoBaMa_MPNAML_chr21amp	0.00978217444940264
2802	KLRG1(+)	EoBaMa_MPNAML_chr21amp	0.540244581259115
2803	LEF1(+)	EoBaMa_MPNAML_chr21amp	0.28429621054707
2809	MAFF(+)	EoBaMa_MPNAML_chr21amp	0.354880569955444
2812	MAX(+)	EoBaMa_MPNAML_chr21amp	0.730308660564912
2814	MECP2(+)	EoBaMa_MPNAML_chr21amp	0.287110993159646
2817	MGA(+)	EoBaMa_MPNAML_chr21amp	0.256316816437338
2818	MIXL1(+)	EoBaMa_MPNAML_chr21amp	0.418650174031072
2827	MYB(+)	EoBaMa_MPNAML_chr21amp	1.76145256759066
2829	MYC(+)	EoBaMa_MPNAML_chr21amp	0.905511243037922
2831	MZF1(+)	EoBaMa_MPNAML_chr21amp	0.486152359385966
2832	NFATC1(+)	EoBaMa_MPNAML_chr21amp	0.429519789571809
2833	NFATC2(+)	EoBaMa_MPNAML_chr21amp	0.571072916230103
2834	NFATC3(+)	EoBaMa_MPNAML_chr21amp	1.05459496429938
2836	NFE2L3(+)	EoBaMa_MPNAML_chr21amp	0.224581555508943
2841	NFYA(+)	EoBaMa_MPNAML_chr21amp	1.99899234249468
2842	NFYB(+)	EoBaMa_MPNAML_chr21amp	0.198834167100303
2846	NR2F6(+)	EoBaMa_MPNAML_chr21amp	0.139557956755551
2847	NR5A1(+)	EoBaMa_MPNAML_chr21amp	0.715174378719225
2849	ONECUT2(+)	EoBaMa_MPNAML_chr21amp	0.971561260488466
2851	PATZ1(+)	EoBaMa_MPNAML_chr21amp	0.214894153082482
2852	PAX5(+)	EoBaMa_MPNAML_chr21amp	0.0238351653297279
2853	PAX9(+)	EoBaMa_MPNAML_chr21amp	0.0250763524930807
2854	PBX1(+)	EoBaMa_MPNAML_chr21amp	1.37401381353455
2855	PBX3(+)	EoBaMa_MPNAML_chr21amp	0.575573377860244
2856	PBX4(+)	EoBaMa_MPNAML_chr21amp	0.906518377755302
2857	PDLIM5(+)	EoBaMa_MPNAML_chr21amp	1.12071587557631
2860	PML(+)	EoBaMa_MPNAML_chr21amp	0.242837048797496
2863	POLR2A(+)	EoBaMa_MPNAML_chr21amp	0.0264926711459052
2865	POLR3G(+)	EoBaMa_MPNAML_chr21amp	0.797919717804563
2866	POU1F1(+)	EoBaMa_MPNAML_chr21amp	0.202774472656062
2868	POU2F1(+)	EoBaMa_MPNAML_chr21amp	0.583677904119163
2879	PRDM5(+)	EoBaMa_MPNAML_chr21amp	0.178081677280669
2880	PRKAA1(+)	EoBaMa_MPNAML_chr21amp	0.132507053763638
2882	PURA(+)	EoBaMa_MPNAML_chr21amp	0.887665315464063
2883	RAD21(+)	EoBaMa_MPNAML_chr21amp	0.0328015822883015
2885	RARB(+)	EoBaMa_MPNAML_chr21amp	1.059555103101
2887	RBBP5(+)	EoBaMa_MPNAML_chr21amp	1.59891823366944
2890	RELA(+)	EoBaMa_MPNAML_chr21amp	0.610814729935422
2892	REST(+)	EoBaMa_MPNAML_chr21amp	1.51826944151683
2893	RFX1(+)	EoBaMa_MPNAML_chr21amp	1.40037152261634
2894	RFX2(+)	EoBaMa_MPNAML_chr21amp	0.433269816828781
2895	RFX3(+)	EoBaMa_MPNAML_chr21amp	1.45742612855436
2897	RFXANK(+)	EoBaMa_MPNAML_chr21amp	0.234773620766737
2898	RHOXF1(+)	EoBaMa_MPNAML_chr21amp	1.48865318266903
2899	RREB1(+)	EoBaMa_MPNAML_chr21amp	0.136305483874106
2900	RUNX2(+)	EoBaMa_MPNAML_chr21amp	0.397360637172077
2905	SETBP1(+)	EoBaMa_MPNAML_chr21amp	0.457102138843007
2906	SIN3A(+)	EoBaMa_MPNAML_chr21amp	0.0336086716736499
2909	SIX5(+)	EoBaMa_MPNAML_chr21amp	0.241131625489185
2912	SMARCA4(+)	EoBaMa_MPNAML_chr21amp	0.359643897303233
2914	SOX13(+)	EoBaMa_MPNAML_chr21amp	0.248137183796677
2917	SOX4(+)	EoBaMa_MPNAML_chr21amp	3.17310064904314
2918	SOX5(+)	EoBaMa_MPNAML_chr21amp	0.244129961542003
2921	SOX8(+)	EoBaMa_MPNAML_chr21amp	0.0975017331353267
2924	SPDEF(+)	EoBaMa_MPNAML_chr21amp	1.15973135573603
2928	SREBF2(+)	EoBaMa_MPNAML_chr21amp	0.0845866222125256
2934	STAT5A(+)	EoBaMa_MPNAML_chr21amp	1.64292375887388
2935	STAT5B(+)	EoBaMa_MPNAML_chr21amp	1.56320399169441
2937	SUPT20H(+)	EoBaMa_MPNAML_chr21amp	4.14107832364901
2939	TAF1(+)	EoBaMa_MPNAML_chr21amp	0.908042833041951
2940	TAF7(+)	EoBaMa_MPNAML_chr21amp	0.876534363139305
2941	TAL1(+)	EoBaMa_MPNAML_chr21amp	0.244303574678042
2942	TAL2(+)	EoBaMa_MPNAML_chr21amp	1.27863075261468
2944	TBX6(+)	EoBaMa_MPNAML_chr21amp	2.52150988235064
2945	TCF12(+)	EoBaMa_MPNAML_chr21amp	0.303524240278368
2959	TP53(+)	EoBaMa_MPNAML_chr21amp	0.4841590315042
2960	TWIST1(+)	EoBaMa_MPNAML_chr21amp	0.920301014801638
2961	UBTF(+)	EoBaMa_MPNAML_chr21amp	0.218537259542471
2967	WRNIP1(+)	EoBaMa_MPNAML_chr21amp	0.683679104133238
2968	WT1(+)	EoBaMa_MPNAML_chr21amp	1.82877545446998
2969	XBP1(+)	EoBaMa_MPNAML_chr21amp	0.90866922520687
2971	YBX1(+)	EoBaMa_MPNAML_chr21amp	1.02632674206279
2973	YY1(+)	EoBaMa_MPNAML_chr21amp	0.535067386805716
2974	ZBTB33(+)	EoBaMa_MPNAML_chr21amp	0.142224251803944
2978	ZEB1(+)	EoBaMa_MPNAML_chr21amp	0.295020438504243
2979	ZFP57(+)	EoBaMa_MPNAML_chr21amp	1.02023238866756
2980	ZFP62(+)	EoBaMa_MPNAML_chr21amp	2.80183813550795
2982	ZMIZ1(+)	EoBaMa_MPNAML_chr21amp	0.151925271296641
2983	ZNF132(+)	EoBaMa_MPNAML_chr21amp	0.728352023997426
2985	ZNF143(+)	EoBaMa_MPNAML_chr21amp	0.209310332274576
2986	ZNF18(+)	EoBaMa_MPNAML_chr21amp	0.82801199495599
2988	ZNF215(+)	EoBaMa_MPNAML_chr21amp	0.808338244437573
2990	ZNF263(+)	EoBaMa_MPNAML_chr21amp	0.289381237398353
2991	ZNF311(+)	EoBaMa_MPNAML_chr21amp	0.152029548175556
2993	ZNF324(+)	EoBaMa_MPNAML_chr21amp	3.44449287370755
3001	ZNF575(+)	EoBaMa_MPNAML_chr21amp	0.19949145935094
3002	ZNF624(+)	EoBaMa_MPNAML_chr21amp	0.0748813700260429
3004	ZNF711(+)	EoBaMa_MPNAML_chr21amp	1.14176024803897
3005	ZNF787(+)	EoBaMa_MPNAML_chr21amp	0.101507531787831
3007	ZRSR2(+)	EoBaMa_MPNAML_chr21amp	0.796408399132918
3009	AHRR(+)	EoBaMa_MPNAML_no_chr21amp	0.175526816450648
3011	ARG1(+)	EoBaMa_MPNAML_no_chr21amp	0.109349168725704
3013	ARNT(+)	EoBaMa_MPNAML_no_chr21amp	0.816795690754482
3014	ARX(+)	EoBaMa_MPNAML_no_chr21amp	2.60975425673917
3016	ATF1(+)	EoBaMa_MPNAML_no_chr21amp	0.896524191145651
3017	ATF2(+)	EoBaMa_MPNAML_no_chr21amp	1.13111847253455
3018	ATF3(+)	EoBaMa_MPNAML_no_chr21amp	0.325008245110201
3021	ATF7(+)	EoBaMa_MPNAML_no_chr21amp	1.00080584310102
3025	BCL11A(+)	EoBaMa_MPNAML_no_chr21amp	0.292536858846677
3028	BCLAF1(+)	EoBaMa_MPNAML_no_chr21amp	0.124179112418775
3029	BDP1(+)	EoBaMa_MPNAML_no_chr21amp	0.310616151770838
3031	BRCA1(+)	EoBaMa_MPNAML_no_chr21amp	0.394264903911277
3032	BRF1(+)	EoBaMa_MPNAML_no_chr21amp	0.831472743272378
3036	CEBPE(+)	EoBaMa_MPNAML_no_chr21amp	0.0722691623725686
3037	CEBPG(+)	EoBaMa_MPNAML_no_chr21amp	0.790803614881195
3039	CERS5(+)	EoBaMa_MPNAML_no_chr21amp	3.03412624910332
3040	CHD1(+)	EoBaMa_MPNAML_no_chr21amp	0.616064059635132
3041	CHD2(+)	EoBaMa_MPNAML_no_chr21amp	0.667766438140233
3042	CIC(+)	EoBaMa_MPNAML_no_chr21amp	0.519986471537088
3044	CREB1(+)	EoBaMa_MPNAML_no_chr21amp	1.9066363584936
3047	CREB3L2(+)	EoBaMa_MPNAML_no_chr21amp	1.70509736464829
3048	CREB5(+)	EoBaMa_MPNAML_no_chr21amp	0.360449465619785
3049	CREM(+)	EoBaMa_MPNAML_no_chr21amp	1.03261728489643
3051	CTCF(+)	EoBaMa_MPNAML_no_chr21amp	0.91237021195285
3052	CUX1(+)	EoBaMa_MPNAML_no_chr21amp	0.982344628930545
3054	DBP(+)	EoBaMa_MPNAML_no_chr21amp	0.172104815576847
3055	DDIT3(+)	EoBaMa_MPNAML_no_chr21amp	0.213300009256121
3057	DMRTA1(+)	EoBaMa_MPNAML_no_chr21amp	1.75554823589905
3060	E2F3(+)	EoBaMa_MPNAML_no_chr21amp	0.579687069800859
3062	E2F6(+)	EoBaMa_MPNAML_no_chr21amp	1.28335393503641
3063	E2F7(+)	EoBaMa_MPNAML_no_chr21amp	0.0440380190361206
3067	EGR3(+)	EoBaMa_MPNAML_no_chr21amp	0.0962834767478637
3068	EGR4(+)	EoBaMa_MPNAML_no_chr21amp	0.21616001322357
3069	ELF1(+)	EoBaMa_MPNAML_no_chr21amp	0.597340941554953
3070	ELF2(+)	EoBaMa_MPNAML_no_chr21amp	0.586206505521411
3072	ELF4(+)	EoBaMa_MPNAML_no_chr21amp	0.00406546656891031
3073	ELK3(+)	EoBaMa_MPNAML_no_chr21amp	0.368307934082806
3074	ELK4(+)	EoBaMa_MPNAML_no_chr21amp	2.22171465597752
3075	EOMES(+)	EoBaMa_MPNAML_no_chr21amp	0.308069348992076
3076	EP300(+)	EoBaMa_MPNAML_no_chr21amp	0.176168655372557
3078	ETS1(+)	EoBaMa_MPNAML_no_chr21amp	0.770900403446979
3079	ETS2(+)	EoBaMa_MPNAML_no_chr21amp	0.907252267040057
3081	ETV3(+)	EoBaMa_MPNAML_no_chr21amp	0.0565207224624255
3083	ETV6(+)	EoBaMa_MPNAML_no_chr21amp	0.741030479248146
3085	EZH2(+)	EoBaMa_MPNAML_no_chr21amp	0.761878761434156
3086	FLI1(+)	EoBaMa_MPNAML_no_chr21amp	0.701219411377897
3088	FOSB(+)	EoBaMa_MPNAML_no_chr21amp	0.177587311831374
3089	FOSL1(+)	EoBaMa_MPNAML_no_chr21amp	0.0305271080979823
3092	FOXC1(+)	EoBaMa_MPNAML_no_chr21amp	0.657330760864529
3093	FOXD2(+)	EoBaMa_MPNAML_no_chr21amp	0.311009125253814
3095	FOXJ1(+)	EoBaMa_MPNAML_no_chr21amp	1.36191847279058
3096	FOXJ2(+)	EoBaMa_MPNAML_no_chr21amp	0.97059134767645
3097	FOXJ3(+)	EoBaMa_MPNAML_no_chr21amp	0.474622057179598
3099	FOXK2(+)	EoBaMa_MPNAML_no_chr21amp	0.779345182294166
3101	FOXN2(+)	EoBaMa_MPNAML_no_chr21amp	0.670600640987823
3102	FOXN3(+)	EoBaMa_MPNAML_no_chr21amp	0.855995529910093
3103	FOXO1(+)	EoBaMa_MPNAML_no_chr21amp	0.0468819308770447
3104	FOXO3(+)	EoBaMa_MPNAML_no_chr21amp	1.23392158523482
3106	FOXO6(+)	EoBaMa_MPNAML_no_chr21amp	0.265696821168442
3107	FOXP1(+)	EoBaMa_MPNAML_no_chr21amp	0.831333308713513
3108	FOXP2(+)	EoBaMa_MPNAML_no_chr21amp	0.737056771194575
3110	GATA1(+)	EoBaMa_MPNAML_no_chr21amp	0.526251432756666
3111	GATA2(+)	EoBaMa_MPNAML_no_chr21amp	1.22582150740205
3112	GATA3(+)	EoBaMa_MPNAML_no_chr21amp	0.29251914380881
3114	GLI3(+)	EoBaMa_MPNAML_no_chr21amp	0.112361798526528
3118	GSC(+)	EoBaMa_MPNAML_no_chr21amp	2.39837499115994
3119	GTF2B(+)	EoBaMa_MPNAML_no_chr21amp	0.144910116062755
3123	HBP1(+)	EoBaMa_MPNAML_no_chr21amp	0.858320085338781
3124	HCFC1(+)	EoBaMa_MPNAML_no_chr21amp	1.13359769107487
3125	HDAC2(+)	EoBaMa_MPNAML_no_chr21amp	0.284057636686369
3133	HMGB3(+)	EoBaMa_MPNAML_no_chr21amp	0.628754755614105
3136	HOXA10(+)	EoBaMa_MPNAML_no_chr21amp	2.51247940296031
3137	HOXA2(+)	EoBaMa_MPNAML_no_chr21amp	0.937728567929554
3138	HOXA3(+)	EoBaMa_MPNAML_no_chr21amp	0.211718104433628
3139	HOXA4(+)	EoBaMa_MPNAML_no_chr21amp	1.09586039859057
3140	HOXA5(+)	EoBaMa_MPNAML_no_chr21amp	0.552183719859195
3141	HOXA6(+)	EoBaMa_MPNAML_no_chr21amp	0.0950143753499905
3142	HOXA9(+)	EoBaMa_MPNAML_no_chr21amp	1.92143375355232
3143	HOXB2(+)	EoBaMa_MPNAML_no_chr21amp	0.533753761127497
3144	HOXB5(+)	EoBaMa_MPNAML_no_chr21amp	0.768174150134149
3145	HOXB6(+)	EoBaMa_MPNAML_no_chr21amp	0.93084199361903
3146	HOXB9(+)	EoBaMa_MPNAML_no_chr21amp	0.852613638485429
3147	HSF5(+)	EoBaMa_MPNAML_no_chr21amp	0.770095058592707
3148	HSPA5(+)	EoBaMa_MPNAML_no_chr21amp	0.0484360999657134
3149	IKZF1(+)	EoBaMa_MPNAML_no_chr21amp	0.462046379420341
3150	IKZF2(+)	EoBaMa_MPNAML_no_chr21amp	2.35641935332152
3151	IRF1(+)	EoBaMa_MPNAML_no_chr21amp	0.449486173524752
3152	IRF2(+)	EoBaMa_MPNAML_no_chr21amp	0.0610647779380764
3157	IRX1(+)	EoBaMa_MPNAML_no_chr21amp	0.329772837649198
3158	IRX2(+)	EoBaMa_MPNAML_no_chr21amp	0.246843578835255
3159	IRX5(+)	EoBaMa_MPNAML_no_chr21amp	1.35188597135837
3162	JUN(+)	EoBaMa_MPNAML_no_chr21amp	0.555695795953441
3164	JUND(+)	EoBaMa_MPNAML_no_chr21amp	0.465778480095345
3165	KDM5A(+)	EoBaMa_MPNAML_no_chr21amp	0.9072594638373
3169	KLF13(+)	EoBaMa_MPNAML_no_chr21amp	0.291358482713256
3170	KLF15(+)	EoBaMa_MPNAML_no_chr21amp	0.72703307191501
3171	KLF16(+)	EoBaMa_MPNAML_no_chr21amp	0.0533851834413579
3172	KLF2(+)	EoBaMa_MPNAML_no_chr21amp	0.096076854158598
3175	KLF5(+)	EoBaMa_MPNAML_no_chr21amp	1.19347947495134
3176	KLF6(+)	EoBaMa_MPNAML_no_chr21amp	0.12273956482189
3177	KLF9(+)	EoBaMa_MPNAML_no_chr21amp	1.03695948007191
3179	LEF1(+)	EoBaMa_MPNAML_no_chr21amp	1.37844728951897
3183	MAFA(+)	EoBaMa_MPNAML_no_chr21amp	0.57853895899899
3185	MAFF(+)	EoBaMa_MPNAML_no_chr21amp	0.576151557142126
3188	MAX(+)	EoBaMa_MPNAML_no_chr21amp	0.930638341976984
3190	MECP2(+)	EoBaMa_MPNAML_no_chr21amp	0.529938415935889
3193	MGA(+)	EoBaMa_MPNAML_no_chr21amp	1.82787707078655
3194	MIXL1(+)	EoBaMa_MPNAML_no_chr21amp	1.42454882428863
3201	MXD4(+)	EoBaMa_MPNAML_no_chr21amp	0.0634632389614374
3203	MYB(+)	EoBaMa_MPNAML_no_chr21amp	1.40099286774423
3204	MYBL1(+)	EoBaMa_MPNAML_no_chr21amp	0.543035276042125
3205	MYC(+)	EoBaMa_MPNAML_no_chr21amp	0.280525897663337
3207	MZF1(+)	EoBaMa_MPNAML_no_chr21amp	1.70118191954235
3208	NFATC1(+)	EoBaMa_MPNAML_no_chr21amp	0.730489298859561
3209	NFATC2(+)	EoBaMa_MPNAML_no_chr21amp	1.03022673365283
3210	NFATC3(+)	EoBaMa_MPNAML_no_chr21amp	0.895217174876257
3212	NFE2L3(+)	EoBaMa_MPNAML_no_chr21amp	0.234353189116416
3213	NFIC(+)	EoBaMa_MPNAML_no_chr21amp	0.118713005461182
